Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-11-10,DK,Denmark,EURO,3564,411728,3,2782
2021-11-11,DK,Denmark,EURO,3519,415247,4,2786
2021-11-12,DK,Denmark,EURO,3445,418692,4,2790
2021-11-13,DK,Denmark,EURO,2981,421673,6,2796
2021-11-14,DK,Denmark,EURO,2915,424588,9,2805
2021-11-15,DK,Denmark,EURO,3078,427666,6,2811
2021-11-16,DK,Denmark,EURO,4509,432175,9,2820
2021-11-17,DK,Denmark,EURO,4130,436305,4,2824
2021-11-18,DK,Denmark,EURO,3948,440253,3,2827
2021-11-19,DK,Denmark,EURO,4173,444426,8,2835
2021-11-20,DK,Denmark,EURO,4100,448526,8,2843
2021-11-21,DK,Denmark,EURO,3710,452236,4,2847
2021-11-22,DK,Denmark,EURO,3675,455911,4,2851
2021-11-23,DK,Denmark,EURO,4489,460400,7,2858
2021-11-24,DK,Denmark,EURO,4702,465102,11,2869
2021-11-25,DK,Denmark,EURO,4011,469113,10,2879
2021-11-26,DK,Denmark,EURO,4078,473191,12,2891
2021-11-27,DK,Denmark,EURO,4147,477338,12,2903
2021-11-28,DK,Denmark,EURO,3836,481174,9,2912
2021-11-29,DK,Denmark,EURO,3878,485052,15,2927
2021-11-30,DK,Denmark,EURO,5066,490118,9,2936
2021-12-01,DK,Denmark,EURO,5403,495521,13,2949
2021-12-02,DK,Denmark,EURO,4527,500048,5,2954
2021-12-03,DK,Denmark,EURO,4571,504619,13,2967
2021-12-04,DK,Denmark,EURO,5158,509777,12,2979
2021-12-05,DK,Denmark,EURO,5089,514866,9,2988
2021-12-06,DK,Denmark,EURO,4794,519660,7,2995
2021-12-07,DK,Denmark,EURO,7081,526741,9,3004
2021-12-08,DK,Denmark,EURO,7320,534061,7,3011
2021-12-09,DK,Denmark,EURO,6661,540722,16,3027
2021-12-10,DK,Denmark,EURO,6635,547357,8,3035
2021-12-11,DK,Denmark,EURO,6931,554288,9,3044
2021-12-12,DK,Denmark,EURO,6690,560978,11,3055
2021-12-13,DK,Denmark,EURO,7136,568114,7,3062
2021-12-14,DK,Denmark,EURO,10570,578684,10,3072
2021-12-15,DK,Denmark,EURO,10426,589110,7,3079
2021-12-16,DK,Denmark,EURO,10090,599200,11,3090
2021-12-17,DK,Denmark,EURO,10548,609748,9,3099
2021-12-18,DK,Denmark,EURO,11025,620773,14,3113
2021-12-19,DK,Denmark,EURO,10414,631187,12,3125
2021-12-20,DK,Denmark,EURO,10592,641779,13,3138
2021-12-21,DK,Denmark,EURO,13873,655652,12,3150
2021-12-22,DK,Denmark,EURO,13627,669279,11,3161
2021-12-23,DK,Denmark,EURO,12205,681484,14,3175
2021-12-24,DK,Denmark,EURO,13191,694675,16,3191
2021-12-25,DK,Denmark,EURO,7366,702041,10,3201
2021-12-26,DK,Denmark,EURO,8195,710236,11,3212
2021-12-27,DK,Denmark,EURO,11467,721703,10,3222
2021-12-28,DK,Denmark,EURO,23866,745569,8,3230
2021-12-29,DK,Denmark,EURO,23177,768746,11,3241
2021-12-30,DK,Denmark,EURO,18236,786982,8,3249
2021-12-31,DK,Denmark,EURO,20326,807308,8,3257
2022-01-01,DK,Denmark,EURO,10190,817498,9,3266
2022-01-02,DK,Denmark,EURO,9069,826567,10,3276
2022-01-03,DK,Denmark,EURO,4669,831236,3,3279
2022-01-04,DK,Denmark,EURO,8801,840037,13,3292
2022-01-05,DK,Denmark,EURO,25073,865110,15,3307
