Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-07-16,DK,Denmark,EURO,42,12984,0,610
2020-07-17,DK,Denmark,EURO,52,13036,0,610
2020-07-18,DK,Denmark,EURO,32,13068,1,611
2020-07-19,DK,Denmark,EURO,43,13111,0,611
2020-07-20,DK,Denmark,EURO,28,13139,0,611
2020-07-21,DK,Denmark,EURO,32,13171,0,611
2020-07-22,DK,Denmark,EURO,36,13207,0,611
2020-07-23,DK,Denmark,EURO,34,13241,2,613
2020-07-24,DK,Denmark,EURO,51,13292,0,613
2020-07-25,DK,Denmark,EURO,36,13328,0,613
2020-07-26,DK,Denmark,EURO,27,13355,0,613
2020-07-27,DK,Denmark,EURO,23,13378,0,613
2020-07-28,DK,Denmark,EURO,63,13441,0,613
2020-07-29,DK,Denmark,EURO,77,13518,1,614
2020-07-30,DK,Denmark,EURO,59,13577,1,615
2020-07-31,DK,Denmark,EURO,84,13661,0,615
2020-08-01,DK,Denmark,EURO,58,13719,1,616
2020-08-02,DK,Denmark,EURO,64,13783,0,616
2020-08-03,DK,Denmark,EURO,78,13861,0,616
2020-08-04,DK,Denmark,EURO,117,13978,0,616
2020-08-05,DK,Denmark,EURO,121,14099,0,616
2020-08-06,DK,Denmark,EURO,116,14215,1,617
2020-08-07,DK,Denmark,EURO,171,14386,0,617
2020-08-08,DK,Denmark,EURO,141,14527,0,617
2020-08-09,DK,Denmark,EURO,89,14616,1,618
2020-08-10,DK,Denmark,EURO,129,14745,2,620
2020-08-11,DK,Denmark,EURO,152,14897,1,621
2020-08-12,DK,Denmark,EURO,136,15033,0,621
2020-08-13,DK,Denmark,EURO,160,15193,0,621
2020-08-14,DK,Denmark,EURO,116,15309,0,621
2020-08-15,DK,Denmark,EURO,110,15419,0,621
2020-08-16,DK,Denmark,EURO,126,15545,0,621
2020-08-17,DK,Denmark,EURO,90,15635,0,621
2020-08-18,DK,Denmark,EURO,96,15731,0,621
2020-08-19,DK,Denmark,EURO,112,15843,0,621
2020-08-20,DK,Denmark,EURO,86,15929,0,621
2020-08-21,DK,Denmark,EURO,81,16010,0,621
2020-08-22,DK,Denmark,EURO,83,16093,1,622
2020-08-23,DK,Denmark,EURO,88,16181,1,623
2020-08-24,DK,Denmark,EURO,73,16254,0,623
2020-08-25,DK,Denmark,EURO,72,16326,0,623
2020-08-26,DK,Denmark,EURO,81,16407,1,624
2020-08-27,DK,Denmark,EURO,79,16486,0,624
2020-08-28,DK,Denmark,EURO,69,16555,0,624
2020-08-29,DK,Denmark,EURO,107,16662,0,624
2020-08-30,DK,Denmark,EURO,82,16744,0,624
2020-08-31,DK,Denmark,EURO,103,16847,0,624
2020-09-01,DK,Denmark,EURO,118,16965,2,626
2020-09-02,DK,Denmark,EURO,198,17163,0,626
2020-09-03,DK,Denmark,EURO,155,17318,0,626
2020-09-04,DK,Denmark,EURO,192,17510,1,627
2020-09-05,DK,Denmark,EURO,199,17709,0,627
2020-09-06,DK,Denmark,EURO,197,17906,0,627
2020-09-07,DK,Denmark,EURO,222,18128,1,628
2020-09-08,DK,Denmark,EURO,295,18423,0,628
2020-09-09,DK,Denmark,EURO,327,18750,0,628
2020-09-10,DK,Denmark,EURO,293,19043,1,629
2020-09-11,DK,Denmark,EURO,367,19410,0,629
2020-09-12,DK,Denmark,EURO,346,19756,1,630
2020-09-13,DK,Denmark,EURO,301,20057,1,631
2020-09-14,DK,Denmark,EURO,296,20353,2,633
2020-09-15,DK,Denmark,EURO,380,20733,0,633
2020-09-16,DK,Denmark,EURO,435,21168,1,634
2020-09-17,DK,Denmark,EURO,549,21717,1,635
2020-09-18,DK,Denmark,EURO,516,22233,0,635
2020-09-19,DK,Denmark,EURO,475,22708,0,635
2020-09-20,DK,Denmark,EURO,416,23124,3,638
2020-09-21,DK,Denmark,EURO,408,23532,3,641
2020-09-22,DK,Denmark,EURO,535,24067,1,642
2020-09-23,DK,Denmark,EURO,587,24654,2,644
2020-09-24,DK,Denmark,EURO,651,25305,1,645
2020-09-25,DK,Denmark,EURO,598,25903,2,647
2020-09-26,DK,Denmark,EURO,488,26391,1,648
2020-09-27,DK,Denmark,EURO,393,26784,1,649
2020-09-28,DK,Denmark,EURO,357,27141,0,649
2020-09-29,DK,Denmark,EURO,481,27622,1,650
2020-09-30,DK,Denmark,EURO,449,28071,1,651
2020-10-01,DK,Denmark,EURO,434,28505,0,651
2020-10-02,DK,Denmark,EURO,427,28932,2,653
2020-10-03,DK,Denmark,EURO,366,29298,2,655
2020-10-04,DK,Denmark,EURO,338,29636,3,658
2020-10-05,DK,Denmark,EURO,306,29942,3,661
2020-10-06,DK,Denmark,EURO,427,30369,2,663
2020-10-07,DK,Denmark,EURO,426,30795,0,663
2020-10-08,DK,Denmark,EURO,452,31247,1,664
2020-10-09,DK,Denmark,EURO,422,31669,2,666
2020-10-10,DK,Denmark,EURO,411,32080,1,667
2020-10-11,DK,Denmark,EURO,281,32361,3,670
2020-10-12,DK,Denmark,EURO,256,32617,2,672
2020-10-13,DK,Denmark,EURO,457,33074,3,675
2020-10-14,DK,Denmark,EURO,425,33499,1,676
2020-10-15,DK,Denmark,EURO,469,33968,1,677
2020-10-16,DK,Denmark,EURO,449,34417,0,677
2020-10-17,DK,Denmark,EURO,464,34881,2,679
2020-10-18,DK,Denmark,EURO,431,35312,5,684
2020-10-19,DK,Denmark,EURO,451,35763,3,687
2020-10-20,DK,Denmark,EURO,687,36450,1,688
2020-10-21,DK,Denmark,EURO,780,37230,3,691
2020-10-22,DK,Denmark,EURO,847,38077,4,695
2020-10-23,DK,Denmark,EURO,866,38943,4,699
2020-10-24,DK,Denmark,EURO,860,39803,5,704
2020-10-25,DK,Denmark,EURO,819,40622,3,707
2020-10-26,DK,Denmark,EURO,916,41538,3,710
2020-10-27,DK,Denmark,EURO,1005,42543,3,713
2020-10-28,DK,Denmark,EURO,1241,43784,2,715
2020-10-29,DK,Denmark,EURO,1203,44987,3,718
2020-10-30,DK,Denmark,EURO,1012,45999,2,720
2020-10-31,DK,Denmark,EURO,1081,47080,1,721
2020-11-01,DK,Denmark,EURO,976,48056,2,723
2020-11-02,DK,Denmark,EURO,954,49010,1,724
2020-11-03,DK,Denmark,EURO,1271,50281,4,728
2020-11-04,DK,Denmark,EURO,1256,51537,3,731
2020-11-05,DK,Denmark,EURO,1241,52778,5,736
2020-11-06,DK,Denmark,EURO,1028,53806,3,739
2020-11-07,DK,Denmark,EURO,959,54765,4,743
2020-11-08,DK,Denmark,EURO,844,55609,1,744
2020-11-09,DK,Denmark,EURO,737,56346,4,748
2020-11-10,DK,Denmark,EURO,1043,57389,4,752
2020-11-11,DK,Denmark,EURO,1053,58442,2,754
2020-11-12,DK,Denmark,EURO,1088,59530,1,755
2020-11-13,DK,Denmark,EURO,1052,60582,1,756
2020-11-14,DK,Denmark,EURO,1148,61730,1,757
2020-11-15,DK,Denmark,EURO,1043,62773,5,762
2020-11-16,DK,Denmark,EURO,989,63762,3,765
2020-11-17,DK,Denmark,EURO,1251,65013,4,769
2020-11-18,DK,Denmark,EURO,1328,66341,3,772
2020-11-19,DK,Denmark,EURO,1330,67671,5,777
2020-11-20,DK,Denmark,EURO,1221,68892,3,780
2020-11-21,DK,Denmark,EURO,1222,70114,4,784
2020-11-22,DK,Denmark,EURO,1001,71115,5,789
2020-11-23,DK,Denmark,EURO,1009,72124,6,795
2020-11-24,DK,Denmark,EURO,1187,73311,3,798
2020-11-25,DK,Denmark,EURO,1326,74637,6,804
2020-11-26,DK,Denmark,EURO,1313,75950,8,812
2020-11-27,DK,Denmark,EURO,1255,77205,4,816
2020-11-28,DK,Denmark,EURO,1308,78513,8,824
2020-11-29,DK,Denmark,EURO,1151,79664,6,830
2020-11-30,DK,Denmark,EURO,1173,80837,11,841
2020-12-01,DK,Denmark,EURO,1531,82368,7,848
2020-12-02,DK,Denmark,EURO,1712,84080,10,858
2020-12-03,DK,Denmark,EURO,1876,85956,6,864
2020-12-04,DK,Denmark,EURO,1906,87862,11,875
2020-12-05,DK,Denmark,EURO,2017,89879,7,882
2020-12-06,DK,Denmark,EURO,1715,91594,10,892
2020-12-07,DK,Denmark,EURO,1976,93570,9,901
2020-12-08,DK,Denmark,EURO,2750,96320,6,907
2020-12-09,DK,Denmark,EURO,3123,99443,7,914
2020-12-10,DK,Denmark,EURO,3188,102631,10,924
2020-12-11,DK,Denmark,EURO,3281,105912,7,931
2020-12-12,DK,Denmark,EURO,3293,109205,7,938
2020-12-13,DK,Denmark,EURO,3088,112293,8,946
2020-12-14,DK,Denmark,EURO,3166,115459,11,957
2020-12-15,DK,Denmark,EURO,3985,119444,11,968
2020-12-16,DK,Denmark,EURO,4290,123734,16,984
2020-12-17,DK,Denmark,EURO,4387,128121,14,998
2020-12-18,DK,Denmark,EURO,3611,131732,15,1013
2020-12-19,DK,Denmark,EURO,3130,134862,11,1024
2020-12-20,DK,Denmark,EURO,2754,137616,20,1044
2020-12-21,DK,Denmark,EURO,2453,140069,19,1063
2020-12-22,DK,Denmark,EURO,3099,143168,19,1082
2020-12-23,DK,Denmark,EURO,2867,146035,21,1103
2020-12-24,DK,Denmark,EURO,3075,149110,19,1122
2020-12-25,DK,Denmark,EURO,1472,150582,22,1144
2020-12-26,DK,Denmark,EURO,1586,152168,21,1165
2020-12-27,DK,Denmark,EURO,2684,154852,26,1191
2020-12-28,DK,Denmark,EURO,2184,157036,29,1220
2020-12-29,DK,Denmark,EURO,3062,160098,25,1245
2020-12-30,DK,Denmark,EURO,2475,162573,39,1284
2020-12-31,DK,Denmark,EURO,2768,165341,35,1319
2021-01-01,DK,Denmark,EURO,1227,166568,40,1359
2021-01-02,DK,Denmark,EURO,1203,167771,33,1392
2021-01-03,DK,Denmark,EURO,2046,169817,33,1425
2021-01-04,DK,Denmark,EURO,1670,171487,28,1453
2021-01-05,DK,Denmark,EURO,2479,173966,27,1480
2021-01-06,DK,Denmark,EURO,1929,175895,21,1501
2021-01-07,DK,Denmark,EURO,1657,177552,36,1537
2021-01-08,DK,Denmark,EURO,1588,179140,29,1566
2021-01-09,DK,Denmark,EURO,1432,180572,26,1592
2021-01-10,DK,Denmark,EURO,1193,181765,23,1615
2021-01-11,DK,Denmark,EURO,990,182755,36,1651
2021-01-12,DK,Denmark,EURO,1353,184108,25,1676
2021-01-13,DK,Denmark,EURO,1261,185369,38,1714
2021-01-14,DK,Denmark,EURO,1116,186485,30,1744
2021-01-15,DK,Denmark,EURO,1007,187492,29,1773
2021-01-16,DK,Denmark,EURO,855,188347,26,1799
2021-01-17,DK,Denmark,EURO,719,189066,31,1830
2021-01-18,DK,Denmark,EURO,677,189743,29,1859
2021-01-19,DK,Denmark,EURO,931,190674,29,1888
2021-01-20,DK,Denmark,EURO,914,191588,39,1927
2021-01-21,DK,Denmark,EURO,776,192364,29,1956
2021-01-22,DK,Denmark,EURO,857,193221,27,1983
2021-01-23,DK,Denmark,EURO,715,193936,24,2007
2021-01-24,DK,Denmark,EURO,590,194526,26,2033
2021-01-25,DK,Denmark,EURO,514,195040,20,2053
2021-01-26,DK,Denmark,EURO,722,195762,25,2078
2021-01-27,DK,Denmark,EURO,683,196445,20,2098
2021-01-28,DK,Denmark,EURO,532,196977,17,2115
2021-01-29,DK,Denmark,EURO,502,197479,19,2134
2021-01-30,DK,Denmark,EURO,406,197885,19,2153
2021-01-31,DK,Denmark,EURO,361,198246,19,2172
2021-02-01,DK,Denmark,EURO,389,198635,17,2189
2021-02-02,DK,Denmark,EURO,506,199141,13,2202
2021-02-03,DK,Denmark,EURO,488,199629,10,2212
2021-02-04,DK,Denmark,EURO,428,200057,17,2229
2021-02-05,DK,Denmark,EURO,441,200498,14,2243
2021-02-06,DK,Denmark,EURO,408,200906,11,2254
2021-02-07,DK,Denmark,EURO,434,201340,7,2261
2021-02-08,DK,Denmark,EURO,389,201729,8,2269
2021-02-09,DK,Denmark,EURO,442,202171,13,2282
2021-02-10,DK,Denmark,EURO,460,202631,16,2298
2021-02-11,DK,Denmark,EURO,448,203079,12,2310
2021-02-12,DK,Denmark,EURO,377,203456,9,2319
2021-02-13,DK,Denmark,EURO,319,203775,7,2326
2021-02-14,DK,Denmark,EURO,332,204107,9,2335
2021-02-15,DK,Denmark,EURO,341,204448,5,2340
2021-02-16,DK,Denmark,EURO,405,204853,7,2347
2021-02-17,DK,Denmark,EURO,527,205380,3,2350
2021-02-18,DK,Denmark,EURO,509,205889,6,2356
2021-02-19,DK,Denmark,EURO,549,206438,9,2365
2021-02-20,DK,Denmark,EURO,466,206904,4,2369
2021-02-21,DK,Denmark,EURO,434,207338,5,2374
2021-02-22,DK,Denmark,EURO,474,207812,5,2379
2021-02-23,DK,Denmark,EURO,593,208405,0,2379
2021-02-24,DK,Denmark,EURO,614,209019,2,2381
2021-02-25,DK,Denmark,EURO,540,209559,7,2388
2021-02-26,DK,Denmark,EURO,547,210106,1,2389
2021-02-27,DK,Denmark,EURO,493,210599,4,2393
2021-02-28,DK,Denmark,EURO,425,211024,4,2397
2021-03-01,DK,Denmark,EURO,479,211503,3,2400
2021-03-02,DK,Denmark,EURO,597,212100,1,2401
2021-03-03,DK,Denmark,EURO,603,212703,4,2405
2021-03-04,DK,Denmark,EURO,548,213251,3,2408
2021-03-05,DK,Denmark,EURO,489,213740,2,2410
2021-03-06,DK,Denmark,EURO,473,214213,0,2410
2021-03-07,DK,Denmark,EURO,457,214670,2,2412
2021-03-08,DK,Denmark,EURO,459,215129,2,2414
2021-03-09,DK,Denmark,EURO,602,215731,0,2414
2021-03-10,DK,Denmark,EURO,642,216373,2,2416
2021-03-11,DK,Denmark,EURO,546,216919,3,2419
2021-03-12,DK,Denmark,EURO,588,217507,3,2422
2021-03-13,DK,Denmark,EURO,491,217998,2,2424
2021-03-14,DK,Denmark,EURO,464,218462,1,2425
2021-03-15,DK,Denmark,EURO,488,218950,2,2427
2021-03-16,DK,Denmark,EURO,644,219594,2,2429
2021-03-17,DK,Denmark,EURO,752,220346,0,2429
2021-03-18,DK,Denmark,EURO,672,221018,2,2431
2021-03-19,DK,Denmark,EURO,654,221672,0,2431
2021-03-20,DK,Denmark,EURO,647,222319,3,2434
2021-03-21,DK,Denmark,EURO,587,222906,0,2434
2021-03-22,DK,Denmark,EURO,567,223473,1,2435
2021-03-23,DK,Denmark,EURO,790,224263,1,2436
2021-03-24,DK,Denmark,EURO,804,225067,1,2437
2021-03-25,DK,Denmark,EURO,793,225860,8,2445
2021-03-26,DK,Denmark,EURO,651,226511,0,2445
2021-03-27,DK,Denmark,EURO,702,227213,2,2447
2021-03-28,DK,Denmark,EURO,674,227887,1,2448
2021-03-29,DK,Denmark,EURO,614,228501,0,2448
2021-03-30,DK,Denmark,EURO,765,229266,1,2449
2021-03-31,DK,Denmark,EURO,677,229943,3,2452
2021-04-01,DK,Denmark,EURO,693,230636,4,2456
2021-04-02,DK,Denmark,EURO,713,231349,1,2457
2021-04-03,DK,Denmark,EURO,554,231903,4,2461
2021-04-04,DK,Denmark,EURO,519,232422,1,2462
2021-04-05,DK,Denmark,EURO,467,232889,1,2463
2021-04-06,DK,Denmark,EURO,558,233447,3,2466
2021-04-07,DK,Denmark,EURO,706,234153,1,2467
2021-04-08,DK,Denmark,EURO,709,234862,1,2468
2021-04-09,DK,Denmark,EURO,713,235575,2,2470
2021-04-10,DK,Denmark,EURO,725,236300,2,2472
2021-04-11,DK,Denmark,EURO,548,236848,2,2474
2021-04-12,DK,Denmark,EURO,532,237380,3,2477
2021-04-13,DK,Denmark,EURO,760,238140,3,2480
2021-04-14,DK,Denmark,EURO,739,238879,0,2480
2021-04-15,DK,Denmark,EURO,694,239573,2,2482
2021-04-16,DK,Denmark,EURO,732,240305,2,2484
2021-04-17,DK,Denmark,EURO,706,241011,5,2489
2021-04-18,DK,Denmark,EURO,652,241663,3,2492
2021-04-19,DK,Denmark,EURO,716,242379,3,2495
2021-04-20,DK,Denmark,EURO,862,243241,2,2497
2021-04-21,DK,Denmark,EURO,848,244089,3,2500
2021-04-22,DK,Denmark,EURO,659,244748,4,2504
2021-04-23,DK,Denmark,EURO,620,245368,3,2507
2021-04-24,DK,Denmark,EURO,626,245994,1,2508
2021-04-25,DK,Denmark,EURO,568,246562,2,2510
2021-04-26,DK,Denmark,EURO,597,247159,1,2511
2021-04-27,DK,Denmark,EURO,772,247931,1,2512
2021-04-28,DK,Denmark,EURO,893,248824,3,2515
2021-04-29,DK,Denmark,EURO,808,249632,2,2517
2021-04-30,DK,Denmark,EURO,800,250432,2,2519
2021-05-01,DK,Denmark,EURO,756,251188,3,2522
2021-05-02,DK,Denmark,EURO,689,251877,1,2523
2021-05-03,DK,Denmark,EURO,712,252589,1,2524
2021-05-04,DK,Denmark,EURO,1021,253610,0,2524
2021-05-05,DK,Denmark,EURO,973,254583,2,2526
2021-05-06,DK,Denmark,EURO,1055,255638,1,2527
2021-05-07,DK,Denmark,EURO,887,256525,1,2528
2021-05-08,DK,Denmark,EURO,901,257426,2,2530
2021-05-09,DK,Denmark,EURO,848,258274,0,2530
2021-05-10,DK,Denmark,EURO,802,259076,0,2530
2021-05-11,DK,Denmark,EURO,1130,260206,2,2532
2021-05-12,DK,Denmark,EURO,1300,261506,0,2532
2021-05-13,DK,Denmark,EURO,1157,262663,0,2532
2021-05-14,DK,Denmark,EURO,905,263568,0,2532
2021-05-15,DK,Denmark,EURO,872,264440,3,2535
2021-05-16,DK,Denmark,EURO,941,265381,1,2536
2021-05-17,DK,Denmark,EURO,920,266301,1,2537
2021-05-18,DK,Denmark,EURO,1150,267451,1,2538
2021-05-19,DK,Denmark,EURO,1156,268607,0,2538
2021-05-20,DK,Denmark,EURO,1138,269745,1,2539
2021-05-21,DK,Denmark,EURO,1017,270762,0,2539
2021-05-22,DK,Denmark,EURO,829,271591,1,2540
2021-05-23,DK,Denmark,EURO,785,272376,1,2541
2021-05-24,DK,Denmark,EURO,801,273177,1,2542
2021-05-25,DK,Denmark,EURO,860,274037,1,2543
2021-05-26,DK,Denmark,EURO,1100,275137,1,2544
2021-05-27,DK,Denmark,EURO,1199,276336,2,2546
2021-05-28,DK,Denmark,EURO,997,277333,1,2547
2021-05-29,DK,Denmark,EURO,923,278256,2,2549
2021-05-30,DK,Denmark,EURO,815,279071,0,2549
2021-05-31,DK,Denmark,EURO,823,279894,0,2549
2021-06-01,DK,Denmark,EURO,1016,280910,0,2549
2021-06-02,DK,Denmark,EURO,1103,282013,1,2550
2021-06-03,DK,Denmark,EURO,929,282942,0,2550
2021-06-04,DK,Denmark,EURO,751,283693,0,2550
2021-06-05,DK,Denmark,EURO,706,284399,1,2551
2021-06-06,DK,Denmark,EURO,624,285023,0,2551
2021-06-07,DK,Denmark,EURO,546,285569,2,2553
2021-06-08,DK,Denmark,EURO,622,286191,0,2553
2021-06-09,DK,Denmark,EURO,513,286704,0,2553
2021-06-10,DK,Denmark,EURO,482,287186,3,2556
2021-06-11,DK,Denmark,EURO,419,287605,2,2558
2021-06-12,DK,Denmark,EURO,316,287921,1,2559
2021-06-13,DK,Denmark,EURO,248,288169,0,2559
2021-06-14,DK,Denmark,EURO,229,288398,1,2560
2021-06-15,DK,Denmark,EURO,311,288709,2,2562
2021-06-16,DK,Denmark,EURO,308,289017,0,2562
2021-06-17,DK,Denmark,EURO,288,289305,0,2562
2021-06-18,DK,Denmark,EURO,213,289518,0,2562
2021-06-19,DK,Denmark,EURO,203,289721,1,2563
2021-06-20,DK,Denmark,EURO,173,289894,1,2564
2021-06-21,DK,Denmark,EURO,161,290055,0,2564
2021-06-22,DK,Denmark,EURO,189,290244,0,2564
2021-06-23,DK,Denmark,EURO,175,290419,0,2564
2021-06-24,DK,Denmark,EURO,206,290625,0,2564
2021-06-25,DK,Denmark,EURO,213,290838,0,2564
2021-06-26,DK,Denmark,EURO,191,291029,1,2565
2021-06-27,DK,Denmark,EURO,145,291174,1,2566
2021-06-28,DK,Denmark,EURO,186,291360,1,2567
2021-06-29,DK,Denmark,EURO,289,291649,1,2568
2021-06-30,DK,Denmark,EURO,398,292047,0,2568
2021-07-01,DK,Denmark,EURO,480,292527,0,2568
2021-07-02,DK,Denmark,EURO,387,292914,2,2570
2021-07-03,DK,Denmark,EURO,373,293287,0,2570
2021-07-04,DK,Denmark,EURO,355,293642,0,2570
2021-07-05,DK,Denmark,EURO,405,294047,1,2571
2021-07-06,DK,Denmark,EURO,677,294724,0,2571
2021-07-07,DK,Denmark,EURO,660,295384,0,2571
2021-07-08,DK,Denmark,EURO,618,296002,0,2571
2021-07-09,DK,Denmark,EURO,543,296545,0,2571
2021-07-10,DK,Denmark,EURO,567,297112,1,2572
2021-07-11,DK,Denmark,EURO,655,297767,0,2572
2021-07-12,DK,Denmark,EURO,923,298690,0,2572
2021-07-13,DK,Denmark,EURO,1112,299802,0,2572
2021-07-14,DK,Denmark,EURO,1218,301020,0,2572
2021-07-15,DK,Denmark,EURO,1190,302210,2,2574
2021-07-16,DK,Denmark,EURO,1037,303247,1,2575
2021-07-17,DK,Denmark,EURO,809,304056,0,2575
2021-07-18,DK,Denmark,EURO,778,304834,0,2575
2021-07-19,DK,Denmark,EURO,722,305556,0,2575
2021-07-20,DK,Denmark,EURO,854,306410,0,2575
2021-07-21,DK,Denmark,EURO,809,307219,1,2576
2021-07-22,DK,Denmark,EURO,800,308019,0,2576
2021-07-23,DK,Denmark,EURO,700,308719,0,2576
2021-07-24,DK,Denmark,EURO,732,309451,0,2576
2021-07-25,DK,Denmark,EURO,635,310086,0,2576
2021-07-26,DK,Denmark,EURO,771,310857,2,2578
2021-07-27,DK,Denmark,EURO,1029,311886,2,2580
2021-07-28,DK,Denmark,EURO,966,312852,0,2580
2021-07-29,DK,Denmark,EURO,985,313837,1,2581
2021-07-30,DK,Denmark,EURO,887,314724,1,2582
2021-07-31,DK,Denmark,EURO,847,315571,0,2582
2021-08-01,DK,Denmark,EURO,750,316321,1,2583
2021-08-02,DK,Denmark,EURO,836,317157,0,2583
2021-08-03,DK,Denmark,EURO,910,318067,0,2583
2021-08-04,DK,Denmark,EURO,885,318952,1,2584
2021-08-05,DK,Denmark,EURO,922,319874,1,2585
2021-08-06,DK,Denmark,EURO,930,320804,0,2585
2021-08-07,DK,Denmark,EURO,914,321718,0,2585
2021-08-08,DK,Denmark,EURO,850,322568,1,2586
2021-08-09,DK,Denmark,EURO,983,323551,1,2587
2021-08-10,DK,Denmark,EURO,1097,324648,1,2588
2021-08-11,DK,Denmark,EURO,1082,325730,2,2590
2021-08-12,DK,Denmark,EURO,990,326720,0,2590
2021-08-13,DK,Denmark,EURO,1002,327722,3,2593
2021-08-14,DK,Denmark,EURO,966,328688,1,2594
2021-08-15,DK,Denmark,EURO,834,329522,0,2594
2021-08-16,DK,Denmark,EURO,943,330465,1,2595
2021-08-17,DK,Denmark,EURO,1103,331568,1,2596
2021-08-18,DK,Denmark,EURO,1027,332595,1,2597
2021-08-19,DK,Denmark,EURO,980,333575,1,2598
2021-08-20,DK,Denmark,EURO,1026,334601,1,2599
2021-08-21,DK,Denmark,EURO,993,335594,1,2600
2021-08-22,DK,Denmark,EURO,774,336368,2,2602
2021-08-23,DK,Denmark,EURO,996,337364,1,2603
2021-08-24,DK,Denmark,EURO,1055,338419,2,2605
2021-08-25,DK,Denmark,EURO,1015,339434,1,2606
2021-08-26,DK,Denmark,EURO,960,340394,1,2607
2021-08-27,DK,Denmark,EURO,1035,341429,2,2609
2021-08-28,DK,Denmark,EURO,743,342172,3,2612
2021-08-29,DK,Denmark,EURO,675,342847,2,2614
2021-08-30,DK,Denmark,EURO,781,343628,2,2616
2021-08-31,DK,Denmark,EURO,910,344538,1,2617
2021-09-01,DK,Denmark,EURO,822,345360,0,2617
2021-09-02,DK,Denmark,EURO,722,346082,1,2618
2021-09-03,DK,Denmark,EURO,590,346672,4,2622
2021-09-04,DK,Denmark,EURO,540,347212,1,2623
2021-09-05,DK,Denmark,EURO,422,347634,0,2623
2021-09-06,DK,Denmark,EURO,479,348113,2,2625
2021-09-07,DK,Denmark,EURO,592,348705,4,2629
2021-09-08,DK,Denmark,EURO,612,349317,4,2633
2021-09-09,DK,Denmark,EURO,502,349819,6,2639
2021-09-10,DK,Denmark,EURO,495,350314,4,2643
2021-09-11,DK,Denmark,EURO,382,350696,2,2645
2021-09-12,DK,Denmark,EURO,314,351010,1,2646
2021-09-13,DK,Denmark,EURO,333,351343,2,2648
2021-09-14,DK,Denmark,EURO,413,351756,0,2648
2021-09-15,DK,Denmark,EURO,347,352103,3,2651
2021-09-16,DK,Denmark,EURO,317,352420,3,2654
2021-09-17,DK,Denmark,EURO,308,352728,4,2658
2021-09-18,DK,Denmark,EURO,312,353040,1,2659
2021-09-19,DK,Denmark,EURO,209,353249,3,2662
2021-09-20,DK,Denmark,EURO,271,353520,3,2665
2021-09-21,DK,Denmark,EURO,380,353900,3,2668
2021-09-22,DK,Denmark,EURO,341,354241,1,2669
2021-09-23,DK,Denmark,EURO,357,354598,4,2673
2021-09-24,DK,Denmark,EURO,370,354968,2,2675
2021-09-25,DK,Denmark,EURO,351,355319,2,2677
2021-09-26,DK,Denmark,EURO,337,355656,3,2680
2021-09-27,DK,Denmark,EURO,359,356015,2,2682
2021-09-28,DK,Denmark,EURO,492,356507,5,2687
2021-09-29,DK,Denmark,EURO,530,357037,2,2689
2021-09-30,DK,Denmark,EURO,411,357448,2,2691
2021-10-01,DK,Denmark,EURO,446,357894,3,2694
2021-10-02,DK,Denmark,EURO,401,358295,3,2697
2021-10-03,DK,Denmark,EURO,325,358620,1,2698
2021-10-04,DK,Denmark,EURO,409,359029,0,2698
2021-10-05,DK,Denmark,EURO,552,359581,0,2698
2021-10-06,DK,Denmark,EURO,566,360147,2,2700
2021-10-07,DK,Denmark,EURO,637,360784,2,2702
2021-10-08,DK,Denmark,EURO,656,361440,2,2704
2021-10-09,DK,Denmark,EURO,607,362047,0,2704
2021-10-10,DK,Denmark,EURO,471,362518,2,2706
2021-10-11,DK,Denmark,EURO,558,363076,2,2708
2021-10-12,DK,Denmark,EURO,760,363836,2,2710
2021-10-13,DK,Denmark,EURO,765,364601,0,2710
2021-10-14,DK,Denmark,EURO,757,365358,4,2714
2021-10-15,DK,Denmark,EURO,776,366134,1,2715
2021-10-16,DK,Denmark,EURO,658,366792,2,2717
2021-10-17,DK,Denmark,EURO,600,367392,3,2720
2021-10-18,DK,Denmark,EURO,719,368111,4,2724
2021-10-19,DK,Denmark,EURO,973,369084,1,2725
2021-10-20,DK,Denmark,EURO,1128,370212,3,2728
2021-10-21,DK,Denmark,EURO,1292,371504,2,2730
2021-10-22,DK,Denmark,EURO,1416,372920,2,2732
2021-10-23,DK,Denmark,EURO,1243,374163,1,2733
2021-10-24,DK,Denmark,EURO,1210,375373,1,2734
2021-10-25,DK,Denmark,EURO,1456,376829,0,2734
2021-10-26,DK,Denmark,EURO,1627,378456,4,2738
2021-10-27,DK,Denmark,EURO,1918,380374,3,2741
2021-10-28,DK,Denmark,EURO,1841,382215,2,2743
2021-10-29,DK,Denmark,EURO,1790,384005,1,2744
2021-10-30,DK,Denmark,EURO,1629,385634,4,2748
2021-10-31,DK,Denmark,EURO,1413,387047,3,2751
2021-11-01,DK,Denmark,EURO,1730,388777,2,2753
2021-11-02,DK,Denmark,EURO,2221,390998,0,2753
2021-11-03,DK,Denmark,EURO,2342,393340,3,2756
2021-11-04,DK,Denmark,EURO,2326,395666,3,2759
2021-11-05,DK,Denmark,EURO,2360,398026,8,2767
2021-11-06,DK,Denmark,EURO,2228,400254,3,2770
2021-11-07,DK,Denmark,EURO,1966,402220,4,2774
2021-11-08,DK,Denmark,EURO,2601,404821,4,2778
2021-11-09,DK,Denmark,EURO,3343,408164,1,2779
